image_id,image_path,annotation_path,has_annotation,tumor
IMG003395,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003395.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003395.json,0,0
IMG001104,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001104.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001104.json,1,1
IMG000680,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000680.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000680.json,1,1
IMG001988,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001988.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001988.json,0,0
IMG002718,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002718.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002718.json,0,0
IMG002894,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002894.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002894.json,0,0
IMG002723,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002723.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002723.json,0,0
IMG000871,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000871.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000871.json,1,1
IMG001790,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001790.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001790.json,1,1
IMG000482,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000482.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000482.json,1,1
IMG000818,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000818.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000818.json,1,1
IMG001439,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001439.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001439.json,1,1
IMG001051,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001051.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001051.json,1,1
IMG001932,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001932.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001932.json,0,0
IMG001499,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001499.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001499.json,1,1
IMG002385,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002385.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002385.json,0,0
IMG001078,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001078.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001078.json,1,1
IMG003199,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003199.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003199.json,0,0
IMG000385,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000385.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000385.json,1,1
IMG003416,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003416.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003416.json,0,0
IMG000023,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000023.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000023.json,1,1
IMG002921,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002921.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002921.json,0,0
IMG000868,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000868.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000868.json,1,1
IMG003266,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003266.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003266.json,0,0
IMG001904,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001904.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001904.json,0,0
IMG002074,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002074.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002074.json,0,0
IMG000861,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000861.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000861.json,1,1
IMG000922,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000922.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000922.json,1,1
IMG000697,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000697.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000697.json,1,1
IMG000833,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000833.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000833.json,1,1
IMG003529,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003529.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003529.json,0,0
IMG000143,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000143.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000143.json,1,1
IMG002247,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002247.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002247.json,0,0
IMG002981,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002981.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002981.json,0,0
IMG002449,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002449.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002449.json,0,0
IMG000995,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000995.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000995.json,1,1
IMG001087,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001087.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001087.json,1,1
IMG000464,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000464.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000464.json,1,1
IMG000091,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000091.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000091.json,1,1
IMG001252,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001252.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001252.json,1,1
IMG003643,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003643.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003643.json,0,0
IMG000882,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000882.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000882.json,1,1
IMG002605,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002605.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002605.json,0,0
IMG001184,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001184.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001184.json,1,1
IMG001585,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001585.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001585.json,1,1
IMG001590,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001590.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001590.json,1,1
IMG003631,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003631.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003631.json,0,0
IMG001290,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001290.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001290.json,1,1
IMG002353,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002353.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002353.json,0,0
IMG001102,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001102.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001102.json,1,1
IMG001927,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001927.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001927.json,0,0
IMG000057,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000057.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000057.json,1,1
IMG002485,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002485.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002485.json,0,0
IMG001444,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001444.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001444.json,1,1
IMG000162,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000162.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000162.json,1,1
IMG002825,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002825.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002825.json,0,0
IMG000403,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000403.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000403.json,1,1
IMG003666,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003666.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003666.json,0,0
IMG001913,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001913.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001913.json,0,0
IMG001111,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001111.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001111.json,1,1
IMG000773,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000773.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000773.json,1,1
IMG002930,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002930.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002930.json,0,0
IMG001089,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001089.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001089.json,1,1
IMG000820,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000820.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000820.json,1,1
IMG000936,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000936.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000936.json,1,1
IMG002039,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002039.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002039.json,0,0
IMG001342,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001342.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001342.json,1,1
IMG003419,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003419.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003419.json,0,0
IMG001159,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001159.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001159.json,1,1
IMG001877,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001877.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001877.json,0,0
IMG002746,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002746.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002746.json,0,0
IMG001574,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001574.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001574.json,1,1
IMG003649,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003649.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003649.json,0,0
IMG001216,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001216.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001216.json,1,1
IMG002100,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002100.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002100.json,0,0
IMG003133,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003133.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003133.json,0,0
IMG003531,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003531.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003531.json,0,0
IMG001005,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001005.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001005.json,1,1
IMG003592,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003592.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003592.json,0,0
IMG002801 (1),C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002801 (1).jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002801 (1).json,0,0
IMG003330,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003330.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003330.json,0,0
IMG002205,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002205.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002205.json,0,0
IMG000506,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000506.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000506.json,1,1
IMG001027,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001027.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001027.json,1,1
IMG000235,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000235.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000235.json,1,1
IMG000467,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000467.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000467.json,1,1
IMG001484,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001484.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001484.json,1,1
IMG002626,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002626.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002626.json,0,0
IMG001263,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001263.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001263.json,1,1
IMG001267,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001267.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001267.json,1,1
IMG002264,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002264.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002264.json,0,0
IMG000094,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000094.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000094.json,1,1
IMG000294,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000294.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000294.json,1,1
IMG001622,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001622.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001622.json,1,1
IMG001148,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001148.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001148.json,1,1
IMG000045,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000045.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000045.json,1,1
IMG003363,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003363.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003363.json,0,0
IMG002877,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002877.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002877.json,0,0
IMG000272,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000272.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000272.json,1,1
IMG003549,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003549.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003549.json,0,0
IMG002569,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002569.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002569.json,0,0
IMG002581,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002581.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002581.json,0,0
IMG002619,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002619.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002619.json,0,0
IMG002469,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002469.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002469.json,0,0
IMG003213,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003213.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003213.json,0,0
IMG002671,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002671.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002671.json,0,0
IMG001616,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001616.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001616.json,1,1
IMG003323,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003323.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003323.json,0,0
IMG001241,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001241.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001241.json,1,1
IMG000592,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000592.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000592.json,1,1
IMG003511,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003511.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003511.json,0,0
IMG001607,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001607.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001607.json,1,1
IMG001561,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001561.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001561.json,1,1
IMG002032,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002032.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002032.json,0,0
IMG000935,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000935.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000935.json,1,1
IMG001705,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001705.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001705.json,1,1
IMG003501,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003501.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003501.json,0,0
IMG000113,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000113.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000113.json,1,1
IMG001348,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001348.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001348.json,1,1
IMG002951,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002951.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002951.json,0,0
IMG003550,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003550.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003550.json,0,0
IMG002316,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002316.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002316.json,0,0
IMG000603,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000603.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000603.json,1,1
IMG003277,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003277.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003277.json,0,0
IMG001967,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001967.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001967.json,0,0
IMG000577,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000577.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000577.json,1,1
IMG002982,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002982.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002982.json,0,0
IMG003634,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003634.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003634.json,0,0
IMG002270,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002270.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002270.json,0,0
IMG002870,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002870.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002870.json,0,0
